Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5,Powerful Little Beast of a Blender,23-Dec-12,Yes,"I have Ulcerative Colitis and after surgeries to remove my colon, I found it difficult to digest green leafy vegetables, so i started juicing and creating smoothies.  We purchased the Blendtec hoping to get an appliance that would liquify the kale, spinach, apples, berries, ginger, etc. that we used to make our green smoothies.  Our first blenders would chop the veggies into fine pieces, but not liquify like we wanted.  Then we bought the Blendtec.  First its smaller than the other big blender on the market by Vitamix. The jar is a plastic composite (smaller than the Vitamix I've seen in stores) - we make bulletproof coffee in it, but cool the liquid down a little before blending - the lid is vented to allow for steam to escape thus avoiding damage to the jar or lid.  I cannot comment on the use of a Vitamix, other than I have a friend who loves the Vitamix he received as a gift 5 or so years ago..The pre-programmed settings are amazing - the speeds of the blender adjust to create smoothies, shakes, whole juice drinks and other concoctions. The lcd screen readout shows what setting you're using and a timer, counting down the cycle. Sometimes i do have to run a cycle twice, but its usually a result of me overloading the jar with veggies and fruits..I have blown a 15 amp receptacle in the month of i owned this blender - i'm not sure if this attributed to the blender, user error or the contractor who wired my home..Its loud, but I would expect it to be loud, because of its powerful motor..It comes with a very well done recipe book, wire bound and well organized..Apparently, the Blendtec has a 7 year warranty and I've read reviews where folks are reporting exceptional customer service when replacing parts..After a week of use, i was so happy with the performance that I bought the wildside jar, its a little bigger than the 4-sided jar, but it spins better - blending your ingredients and liquifying everything in a vortex yielding a healthy drink of green goodness.",3
5,Best Blender I have ever used!,27-Feb-18,Yes,"This blender is amazing!  Let me start by saying I had the opportunity to try both a Blendtec blender and a Vitamix blender last year while living with roommates who owned these blenders.  After trying both I always defaulted to using the Blentec, it was easy to use, clean and did not require as much tamping down of the food inside.  My roommates' Blendtec had the Wildside jar, but I ended up getting the 4 sided jar because it was on sale.  It works just as well in my opinion...I have only had to tamp the food down inside my new Blendtec a few times but that was probably because I did not load it the way the instructions tell you to, which is liquids in first.  Also if there is not enough liquid in what you are making you might run into having to add more liquid or tamp the food down/mix it up.  I am still learning this blender and have started to be able to avoid these situations by loading it properly and making sure I blend things with enough liquids to start and then adding solids in on top...Other than that I love this blender, and would still give it 5 stars.  It is by far the best blender I have ever used!",1
5,Awesome Machine,6-Jan-16,Yes,"I purchased this Blendtec blender after seeing it on a TV show called Modern Marvels on the History Channel. After watching what this blender could devour I knew my wife would love it. I ordered it just a few days before Christmas and Amazon got it to me on Christmas Eve. It is very user friendly with lots of preset programs so you can start it and when it shuts off it's done. We have used it to make smoothies, ice cream, and believe it or not butter from whipping cream. This machine is awesome. It come with an 8 year warranty so you know they built it to last. It is a bit on the pricey side but it will more than likely be the last blender you buy.",5
2,Expected more from this blender,15-Jun-18,Yes,"IMHO, I expected more from this type of blender. I didn't like for the following reason..1) When mixing frozen strawberries and ice I have to stop it several times to push the ice down in order for it to blend it.2) The bottom of t he plastic container is starting to leak..I should've bough the vitamix.",1
5,"Love this blender, but not the Blender Wars",2-Jan-12,Yes,"For at least a few years, I debated the wisdom of buying a four or five hundred dollar blender, and frankly life would have been fine even if I hadn't finally buckled and bought this brand. But I ultimately considered it to be an investment, like a good range, and am very happy with this purchase. I debated Vitamix vs. Blendtec for quite awhile, and my decision came down to the Blendtec because one jar can be used for both dry and wet blending; the Vitamix requires separate jars...Not having tried a Vitamix, I can't speak to its performance, but for heaven's sake, enormous quantities of Vitamix blenders have been sold so they must be getting something right. Ditto for  Blendtec. This is a high powered blender that will annihilate anything you put into it. And yes it's loud, sorry, but that's what happens with this much horsepower. It has earned a permanent place in my kitchen after only a few months of use...So I give this my hearty recommendation, but please let's put aside the tiring blender wars and allow everybody to find the brand that most fits their needs.",9
5,Best blender I've ever owned,31-May-18,Yes,I upgraded from a Cuisinart PowerEdge 5 Speed Blender. Wow that blender was a lot worse than I thought it was or this Blendtec is super awesome...Blended my regular smoothie ingredients in half the time and to a smoother consistency than any of my previous blenders..Quieter than all my previous blenders..Shorter than all my previous blenders..Awesomer than all my previous blenders.,0
3,"Its OK, It blends but expected much more for the price.",13-Jun-18,Yes,"A little disappointed with this blender. It is powerful and blends some things fairly well but not as well as expected. The blender has a single thick dull blade which will never get duller but it doesn't do as good of a job as other blenders with multiple sharper blades. It blends a smoothie alright but I have to scrap the sides of the jar and lid at least once get the leafy bits fully blended. It also leaves pieces of raspberry and blackberry seeds in the finish smoothie. It failed at making my hummus recipe that I've made for years in a cheap bullet clone blender. It fails at making snowy ice cream. It just creates a cavity of air around the blade.  This blender need excess of liquid IMO for it to blend properly and some things suffer from that extra liquid. I know there is a extra jar I could buy that may help with making thick recipes but at an additional $100+...Sorry NO. And then there is the issue with the reliability of the machine. A large percentage of buyers have problems with the jar or the base. I know it has a long warranty but how is that warranty handled after the 2nd or 3rd replacement? Does that warranty change after the 1st replacement, It doesn't sound like a product that is built to last...I can't recommend this blender and if I had it to do over again I would probably just buy a sub $100 blender and a sub $200 food processor.",4
4,This blender is amazing! From small items to large items,2-Feb-16,Yes,"This blender is amazing!  From small items to large items, it puree's them all.  Easy to use, easy to clean, seems sturdy on counter when running it (doesn't bounce around).  I like the large square opening on top.  Easy to put all manner of things into.  The lid is sometimes a bit tricky to get on so the ""lip"" is on the outside and makes a seal.  But as long as I am paying attention to make sure the lid is on correctly, there are no problems.  Sides are easy to scrape with a spatula.  It is a little on the noisy side.  This morning my dog came to bark at it while it was running.  Would recommend to a friend although it is on the pricier side.",2
5,Great product!,12-Sep-17,Yes,"Great product!.Powerful, easy to clean and compact design..Love the pre-set cycles which allow you to have the perfect consistency (without over or under blending)..You can easily pour the liquid into a glass from all 4 corners of the blender without making a mess..Would definitely recommend the Blendtec! This is a great purchase!",2
5,Best blender I have owned!,3-Mar-15,Yes,"Love this blender, best I have ever owned!  Yes, it was expensive, but it is definitely worth the price.  With the 3 hp motor, it does an excellent job of whatever you put in the container.  Absolutely love the smoothie button.  Put everything you love in the container, push the button and it does everything until your smoothie is as smooth as silk, then it shuts off by it's self.",4
4,Leaking now....but took a licking,25-Aug-13,Yes,"I purchased the Blendtec in 2009 and it has had heavy usage blending up to 20 Bosch fridge made ice cubes (Bosch ice cubes are very slow but very solidly made -- German design!) in protein shakes several times per week.  Then my son came home from college and starting using it 3 times a day this year.  Well, now it leaks.  But after roughly 4 years, I'm reasonably satisfied.  The one star reduction is for the ridiculously high price for the replacement container.  Unless this is some kind of Krypton style plastic, I doubt it costs them more than $5 to crank them off the assembly line somewhere in the emerging markets.",5
5,I love this blender!,3-Apr-13,Yes,"I love this blender! I spent way too much money for it, so it is a guilty purchase. However, I use it quite a bit. I often use it for smoothies in the morning. I add a couple cups of spinach, and it chops it up so much I have absolutely no chunks in my smoothie. I often use it when I freeze bananas with almond milk to make vegan banana ice cream-- delicious! I don't even utilize the ice cream setting and it turns out perfectly. I haven't utilized the soup portion very often, but it chops chops chops so well!..I put it in my dishwasher almost every day, and the blades do not have any wear or tear. Only disadvantage is that it makes a lot of noise if you are concerned about that being a problem.",5
5,Our INCREDIBLE BLEND TEC!,2-May-12,Yes,"Our BlendTec blender rocks! Super easy to clean, operate, and does such a super job that I can't stop telling people about it.  It took less than 3 seconds to completely shred 2 large boiled chicken breasts for chicken salad.  I have used it to coursely chop celery and carrots to use for stuffed bell peppers. We've made salsas using all sorts of veggies...At first it intimidated me.  I did not want to waste my expensive organic fruits and veggies making wierd concoctions.  But I have learned to keep it on low, pressing the ^ button only once. That way it does not whir everything into a liquid until I want it to.  I can actually prepare recipes so much more quickly.  The only thing it does not do is SLICE.  Cleanup is a breeze and it is attractive enough to leave on the kitchen counter...but not too tall that it couldn't be put in a cabinet...Amazon mailed it to me within days. It is VERY UNCOMPLICATED to use and comes with a small cookbook.  It is less expensive than the Costco Blender and easier to clean.  My daughter has the Costco blender.  I've used them both. Following the directions to put wet/liquid items in first, then the chunky things and Ice on top makes smoothies very easy.  I did blend some roasted nuts into Cashew Butter and had to stop, poke the sides with a spatula a couple of times to get the butter to move so that more nuts could be ground, but it was so simple and easy...just use a long spoon, or spatula...This would make a very good gift for someone who wants to incorporate more fiber, fruits and veggies into their diet.  Unlike a juicer, the whole piece of fruit or vegetable is used.  Dr. Oz has convinced me that eating lots more green, leafy vegetables is good for us.  Put some seedless organic grapes (resveratol), frozen peaches, carrots, and baby spinach leaves into this blender...add ice and even a sprig of mint and Voila!! Delicious and healthy drink.  My husband made an iced coffee drink one morning. Making baby food from leftovers would be a great money saver for young families too.  The list is endless!..No blender is quiet.. this one is very tolerable, so the loud noise is not an issue.",5
5,Brand new. 8 year warranty.,28-Dec-17,Yes,"Another great buy! Mine arrived brand new. It works fine. I've only had it a day, so maybe I'll update later. I tested to make sure it worked and then I registered the warranty on the Blendtec web site. I verified that I am registered for an 8 year warranty. For $160, I am pleased to say that I got a great deal.I'm still playing with it - what can I make with my Blendtec? I'll update later. I bought directly from Amazon and Amazon is a registered seller on the Blendtec web site.",1
5,Great for smoothies!!,25-Jul-12,Yes,"This is my favorite appliance by far. I tried juicing first and was not pleased with the results, too watery and tasteless. It seemed like I was wasting a lot of the good stuff from the fruits and veggies I was juicing. Not so with my Blendtec! Your smoothies will be chalk full of fiber, enzymes and vitamins/ minerals...I like that it easily fits on the counter and isn't monstrous like a Vitamix. I get about 4 servings using the regular cup. I make tasty ""green"" smoothies for my entire family! Everyone loves them and they can't tell that I have blended greens into their drinks! You don't need to buy any fancy smoothie recipe books, just get in there and experiment! I find that most of the smoothie books contain ingredients that I don't have access to at a regular store. Just start by adding liquid, either water and/or fruit juice, then add fresh greens and fruit and top it off with frozen fruit. Add more water if necessary and sprinkle Stevia to taste and voila, you are done!",1
2,Not worth the price. Doesn't blend well.,23-Jun-18,Yes,Very disappointed. This was a gift for my brother. He has been using it for a few months and he is quite disappointed. It will not blend well not even frozen bananas! Definitely not worth the price.,2
5,Everything we expected,9-Aug-13,Yes,"My wife wanted to get one of these for a while, and we finally pulled the trigger.  While I rarely used a blender when we had our ""average, everyday"" model, I use this one almost every day.  My iced coffee smoothies are consistently frothy and yummy..We like this model because it has specific buttons for ""milkshake"", ""smoothie"", ""soups"", etc. that are programmed to speed up and slow down over time to optimize what you're making.  This blender is pretty small (seems much smaller than the Vitamix) but is very powerful -- the motor is 1560 watts, which is 2-3 times as powerful as your typical blender.  Wow..From what we've read the Blend-Tec and Vitamix are similar -- the reason we got this one was that it was on sale.  We are very happy with our purchase.  These blenders are expensive, but they are worth it, especially if you can get a discount on one.",1
5,Worth every penny!,8-Jan-18,Yes,"Love my Blendtec! Worth every penny of investment?€?it saves time because it does the job quickly and easily, it cleans up so well, and makes cooking paleo and from scratch enjoyable. I highly recommend it.",1
5,Definitely an upgrade over my other blender,2-May-18,Yes,"Wasn't sure how much better this would do over my old Kitchen Aid blender, but this is so much nicer! The blades in this Blendtec are not sharp, which makes it so much easier to clean and don't have to worry about the kids washing and getting cut. And... it just blends everything so much better! No more random chunks of frozen fruit in my smoothies. Glad I made this purchase, definitely an upgrade over my other blender.",0
5,The flour was super fine and ready for bread and it does 2 ...,16-Feb-18,Yes,"I milled flour for bread with it. As other reviewers mentioned, it does cloud up the walls of the carafe. But I knew that going in and it hasn't changed the functionality of the blender.  The flour was super fine and ready for bread and it does 2 cups of wheat berries in 50 seconds.  That is amazing by any standards.  Smoothies are super smooth, milkshakes are perfect.  I love my blender!",0
2,Returned after 2 weeks of daily use,24-Feb-18,Yes,we bought the blendtec after reading positive reviews. We started a plant based diet and begun to use the blender two to three times a day. I first noticed I wasn't a fan because I couldn't make enough in one pitcher for me and my husband. I have to run it for each member of our family. After about a week I noticed some of the fruits weren't being blended as well. Then we noticed the blade seemed to be moving slower. So we returned it.,1
5,Everything I always wanted,12-May-18,Yes,"Great blender, no issues at all and it works like a dream. I am so pleased with my purchase . We actually get a lot of use out of this. It is loud, but that's a small sacrifice for what it does really well! We make soups, smoothies,whole juices and I cant wait to do more! This blender is so versatile I love it, even clean up is super easy.",0
5,I LOVE this blender,25-Jun-18,Yes,"I LOVE this blender. It has a smart engine - knows when to speed up or slow down with the preset buttons. It pulverizes kale stems, so I can include them in my smoothies. It handles 9 cubes of ice plus 2 cups frozen fruit easily. Just be aware that you need to start with at least 3/4 cups of liquid, so it's not great for small quantities of paste-like recipes, such as for rubs.",0
5,Four years later it's still like new. It has also proven to be durable,23-Mar-18,Yes,"I bought this as a special gift for a friend because it's the most important small appliance in my own kitchen.  The Blendtec is used several times a day in our home for smoothies, grating hard cheese, grinding almonds for almond meal and oats for flour, making salad dressings, soups, etc., etc.  Four years later it's still like new.  It has also proven to be durable, amazingly versatile, and very easy to clean.",0
5,Great So Far,22-Jul-18,Yes,Have had this machine for only a few months but so far it has been great.  Easy to use.  Easy to clean. 1000% improvement over the inexpensive blender I had.  Read the instructions.  Hope this lasts many years.  Would have preferred a glass jar but the plastic was very heavy sandpapers to be durable and is also BPA free.,0
5,Excellent Blender,19-Mar-16,Yes,"We've had this for close to 5 years and are extremely pleased with it. It is Durable and of a high build quality. The bearing on the blade of the original jar had went out last year and Blentec immediately sent a replacement to Canada at no charge..Also wanted to mention the height of this. It's fits good under my cupboards, some out there may not? Something to keep in mind.",2
5,It circulates the stuff in the jar a lot better than my previous blender so there's no effort on ...,13-Jun-17,Yes,"It will blend whatever you throw at it. My girlfriend made a kick ass pesto the other night and we generally blend smoothies. It circulates the stuff in the jar a lot better than my previous blender so there's no effort on my part to manually shake things up.. The rubber lid seems to stay on so I imagine you could just fill it, turn it on, and walk away... though I'm too careful to try. The counter is a fun little snippet of information.",1
4,Good enough,3-Feb-16,Yes,"Yeah, it seems overpriced to me. But the lifestyle using it is good, I'm finding. All the smoothies I've made so far taste good to me and they're healthy...Operationally, I have no complaints. I like using the pulse key and it sure blends vegetables and fruit quickly. The lid works very well. Cleaning is easier than I expected, no problem at all.",2
1,"So happy, then too quickly disappointed",26-Apr-13,Yes,"Update Sept 2015: my blender has started malfunctioning. I'm pretty angry about it. I have used it 2-3 times a week,sometimes less for 2.5 years. Around the 2 year mark, the motor started doing wierd things while blending---- it would get incredibly loud... I mean it's very loud already but I'm talking crazy ridiculous loudness at times, it would shake uncontrollably-- back and forth, side to side. Sometimes there is a smell when blending. Not completely like a fiery smell but something similar. Now it has started really struggling to blend some simple fruits that aren't even frozen. And today the motor is running wihout spinning the blades. I reviewed blenders for months before buying and had a very hard time first deciding to go with a ninja-type blender for around $120 or with the Cadillac level of blenders (blendtec or vitamix). All the things I read brought up points about how the latter 2 blended at speeds or temps that kept more of the molecules and whatever of the foods intact and is better for me. So I looked only at blendtec and vitamix. It was tough to decide. I chose the blendtec because of the more compact size, plastic pitcher(I break things easily) and people said that more button options was better. I chose these features despite many reviews stating that the vitamix motor would really last for 20+ years and blendtec couldn't stand up to it. I wish I would have listened. After having invested almost $500 in this blender, I'm not going to spend so much only 2.5 years later. I guess I'm screwed since I bought it here on amazon and apparently blendtec doesn't accept returns when not bought directly from them. I would no longer recommend this Blendtec blender...I love this blender. I'll admit that after 2 uses I wondered if I'd made a mistake spending so much on a blender. But I got the hang of how much liquid to use, order of ingredients etc. after 3-4x. I read reviews btw blendtec and vitamix for 2 mos. I ultimately chose this bc it fits on the counter. It blends so perfectly. Greens-- kale, chard, dandelion,spinach; fruit--berries, bananas, oranges, apples. Veggies--beets, carrots... These are what I've used so far. Strawberry seeds are no problem ( but on my first 2 blends they were very coarse) I think I didn't use enough liquid. All my smoothies and juices have come out unbelievably smooth. I love LOVE LOVE LOVE how easy this is to clean. It's a joke. Just rinse. Drop of dish soap. Rinse. I use it currently 2-3x day and I know I wouldn't use it nearly thisuch if cleaning were any kind of an issue. I will say that my only issue is that u can't push stuff down while blending (I think u can with vitamix) however I haven't had to stop and push after my first few blends. It's all about getting the hang of how much liquid to use for what you're blending. But it comes naturally with use, it's a no-brainier. I feel that bc of vitamix being so tall it would be harder to fit under the faucet and rinse. And like I said, I'm over the moon regarding ease of cleaning the blendtec. It looks good on the counter too. I love it. No complaints.",16
5,Power and more power,24-Jan-17,Yes,"I have over 100 cycles on this blender and it still powers through anything I throw at it. Used daily for fruit smoothies, including frozen fruits.",2
5,Awesome Blender!,29-Nov-13,Yes,"This is an awesome blender! I have owned this blender for a few months now. I love that I can put large chunks of ice in it and blend away without a care. I use this blender about 3 - 4 times per week. I hand wash the blender after every use...Before I made the decision to buy this blender I had to think... Do I want to go through ten $40 blenders (over the course of a few years), or buy something of quality that will last...I absolutely love this blender and I recommend it to anyone looking for a good quality blender.",3
5,Best blender I've ever used,19-Mar-18,Yes,"Simply amazing. It's all about the horsepower when it comes to blenders. Dont waste your money on the $50 or $100 low-horsepower blenders. Splurge for this one. It's really worth it, it blends up kale so finely, you don't get the bits and chunks in your mouth. Also great for broccoli cheddar soup and fruit smoothies.",0
5,Satisfied customer,6-Aug-18,Yes,I've wanted a Blendtec for a long time and when the price went down - I couldn't resist anymore! It is so nice to be able to vent the top for hot things and to add ingredients as it's running. It pulverizes everything I've tried so far and I'm thrilled with it!,0
4,Works great.,6-Nov-18,Yes,"This thing is awesome, love it so far. Unfortunately mine was missing the small plastic insert for the lid.",1
5,Excellent Upgrade from My Kitchen Aid,19-Feb-12,Yes,"I bought this to replace a really sub-par Kitchen Aid blender with the removable bottom. I was suspect about paying so much for a blender but I'm convinced it is the last one I will ever own. I primarily use it to make smoothies in the morning before work when speed and efficiency are a must. This Blendtec motor is absolutley amazing - pulverizing frozen whole strawberries and the like without a hitch. I love the programmed controls which result in perfeclty blended smoothies, milkshakes (a huge hit with my kids and husband) and soups. I love that the Blendtec container is all one piece and does not have the dangerous and highly unreliable removable bottoms that traditional blenders have. What a relief to not have to worry about whther the bottom is properly attached or about whether I'm going to cut myself when cleaning. One curious feature: it has a displayed on-going digital count of how many times you've used it. Not sure what purpose it serves but at least I've used it 50 times in 60 days so I'm on my way to getting my money's worth. Excellent blender - no regets.",4
5,Blendtec TB-621-20 Blender,28-Aug-10,Yes,"Let me preface the comments with the statement that I rarely cook.  I have only had the blender about 1 month, but have used it 18 times and would have used it more except for the need for groceries.  We make mostly fruit and ice smoothies.  By adding a cup of raw spinich and some carrots, we have increased fruit and vegetable consumption, reduced chain-store yogurt consumption, and reduced calorie intake from processed snacks.  This can be done in the time of a TV commercial.  I am still trying new recipes (mostly whatever I have) each time.  I never owned a really nice blender before and used my previous blender (a 30-year-old wedding present) for egg custards, but not for more powerful uses. With the Blentec, I've made soups.  As winter approaches, we will use more often. I probably will not use for salsa, because I love CHUNKY onion, cilantra, and tomato salsa.  The Blentec might be too smooth. This purchase is worth the money.  By following the directions of a cup of warm water and a drop of dishwashing detergent immediately following use, I have had no problems cleaning the container. However, I do see that eventually, the polycarbonate jar will need replacing, which is not cheap.  I cannot yet predict that amount of uses before replacement. I would re-purchase this item.",6
5,Worth It,19-Jan-17,Yes,"I had blenders before,  but I use this one so much!  Soups have been awesome in the winter!  Blendtec has great recipes online.  Favorite yet:  Butternut squash and red pear soup.  So easy to make great smoothies and batters too.  I'm trying so many new things - like chia seed pudding?  My diet has def improved with this blender.  Not sure why I like using it...it's bulkier than my Ninja, but seems much easier to clean!  I think it's the shape and material of the jar.",1
4,Super strong decibels,25-Dec-17,Yes,"The wall - breaking machine, although it looks simple, is very powerful and can crush any food. The only drawback is that the sound is too big! Super strong decibels!",1
5,The Most Awesome Blender Ever,26-Aug-13,Yes,I have owned many blenders and have burned them out in a year or so. My husband makes smoothies every day and I use it quite often as well. I bought this in June of 2007 and it has been so great. It blends anything I put in it. I had a friend make me a smoothie in her brand new VitaMix and it didn't turn out as smooth with her pushing the fruit down as mine does in 3/4 of the time. I love Blendtec. Go to YouTube and check out will it blend. It shows how great this blender is.,4
5,A Lifestyle Changer,7-Jan-12,Yes,"I thought I'd gone a little crazy when I ordered this. The price was daunting to me, but it was my Christmas gift to myself, and I figured I was worth it..When I began to search for smoothie recipes, I came across greensmoothiegirl.com, and it was a lucky hit. It set me on a search for nutrition information, and we're now eating healthier, and I credit it all to Blendtec. As someone else wrote, they should include a copy of ""Green for Life"" by Victoria Boutenko.  I think I've become an evangelist!.I'm almost 80 yrs. old, so it's not to late to learn ""new stuff"".",6
5,"Amazing blender, use it almost daily",7-Apr-18,Yes,"Amazing blender, use it almost daily. Got protection plan with it. Easy to use, Clean, powerful. 3hp I use it to make fruit/vegetable/tuber smoothies. Have not explored all its features, I only use pulse setting, and manual up to 10.",0
5,Awesome Service. That's why I love Amazon,6-Feb-18,Yes,"Package was lost first time but reshipped immediately after contact Amazon. Awesome Service. That's why I love Amazon. Blender works great. No complains at this moment. Very convenient and quick to make smoothie in the morning, with frozen fruits bought from Costco.",0
5,Great product and above average support.,1-Aug-18,Yes,"Really love the quality of their products.  Love the program buttons, just push the desired setting and walk away.  No fooling with dials..After 5 years my old jar had a problem.  They replaced it no questions asked, I'm sold!!",0
5,Great for home made  soup in a hurry,20-Oct-11,Yes,"I just got this Blendtec and ""invented"" this soup that came out REALLY well in just minutes. The only thing I would try to change when I have more time is to try using cooked soy beans instead of processed soy milk. If you avoid soy, a half a cooked potato should work, too. I love the Blendtec. It cleans up in a few effortless minutes because you don't take the base apart to clean it...Carrot and Kale Soup for one.1 cup organic, unsweetened soy milk (Silk), heat to steaming, put in Blendtec.Chop the following and add:.  1-2 tablespoons of onion.  1/2-1 cup kale.  1 carrot, shredded.  1 celery stalk.  1/2 Granny Smith apple.Blend on ""Soup"" mode twice, blend on ""Pulse"" mode 5 seconds.Serve, top with croutons, salt and pepper to taste",4
4,A bit of a monster.,12-Jun-13,Yes,"This things looks and sounds like it could blend just about anything.  I haven't really had a chance to put it through its paces yet but so far, initial impressions are good.  The build quality of the base unit is very good, the touch pad seems to be very responsive and the container is pretty sturdy...My only worry is that in the few initial tests I've done with it, it tends to emit a melting or burning plastic smell.  I'm hoping this will go away as it gets used more, but it doesn't give me much confidence in the longevity of this device, especially for the incredible cost.",1
5,Fantastic Blender,1-Feb-10,Yes,"I've waited to review this till I had a chance to use it over several months, and the 'honeymoon' period had ended...First, this is a fantastic blender.  I probably consume about 100% more fruits and vegetables now thanks to the smoothie/raw juice settings.  I just put whatever I want into the unit, press the button, and about 1 minute later it's done...This model has plenty of power, and I've yet to hear it sound like its having troubles blending anything I've put into it...It also is extremely easy to clean.  I simply rinse the lid and canister in hot water when I'm done.  No muss and no fuss...I'm also happy with the size of it.  It neatly sits on the counter top and doesn't take up a bunch of room.  It is also small enough to fit easily in my cabinet.  The black and chrome exterior with the blue LED readout is also nice looking...Like the other reviews; however, it can be a bit loud.  Not painful rock concert loud by any means, but loud enough that it's probably not a good idea to blend something at 2 AM while others are sleeping.  ;)",11
5,got it from treasure truck and it was a super good deal,8-May-18,Yes,got it from treasure truck and it was a super good deal.  it's not as good as the vitamix but it's half the size  and half the price compared the vitamix.  it does do a good job overall.  if you're on the fence; get it and you won't disappoint.,0
5,My wife loves this blender,27-Jul-13,Yes,"I bought this as a present for my wife because she loves to drink smoothies, but our old blender would not do the job. I did my research before spending this kind of money and the Blendtec has the biggest motor you can find and has the longest warranty. Plus it is built in the USA and with this economy we need to support US companies at every turn..This blender does it all and does it with ease. While some of the other products on the market only have two speeds, this Blendtec unit has a multitude of settings to accomplish any task. A great product.",2
5,Awesome blender,21-Feb-15,Yes,"Awesome. That's all I can say. You really can't go wrong with this product. Obviously the price is the big blocker here, but I got it b/c I don't like fruits or veggies on their own, for the most part, and making smoothies with them has been a great way for me and the kids to get our fruits and veggies daily. Oh, and cleaning it is almost fun.",2
5,Only thing is if you plan to use it for foods that stain like red chili peppers or beets,26-Jan-18,Yes,"Bought 2 of these now as gifts. My family loves them. Only thing is if you plan to use it for foods that stain like red chili peppers or beets, the cup will stay a bit stained. It's no big deal for me but for my mom it was. Quality is good and very pretty too. I also have a vitamix and works almost as great!",0
5,This girl's favorite blender!,5-Jan-17,Yes,"Completely in love with this blender! I know it sounds silly, but I'm a health nerd and I choose all the best appliances and gadgets to make my healthy lifestyle that much better!",2
5,Great for making Raw Goodies,24-Oct-12,Yes,"I bought this blender for my Raw Food kitchen endeavors. Boy has it made a difference in food prep. It's so powerful! If I wasn't so busy with work, I know I'd be in the kitchen using this thing to make tasty food several times a day. It is loud, but it's so fast and efficient that I don't mind. I make dressings from nuts and seeds, and they come out smooth and creamy. I've made soups, smoothies, and nut milks. They always come out just super smooth. I used a vitamix at my old job and I liked it, but without the timer it was hard for me to know when something was done, and I always had to be right next to it to keep an eye on it. I'd say both the vitamix and blendtec are pretty loud. So I like timer and settings of the blendtec, because it makes it easy for a kitchen novice like me and allows me to walk away for a minute and do something else (or just get away from the noise), without worrying that it will overblend. Overall I am very happy to own this product. It's certainly made eating and food preparation a lot more fun and easy. It's hard to imagine a raw food lifestyle (with my crazy schedule) without it.",1
5,Blendtec for Great Smoothies,26-Mar-15,Yes,"I bought the Blendtec after doing a lot of research.  I am very happy with this blender.  I make smoothies (most of the time with frozen fruit) and this blender is fantastic - no lumpy bits of fruit left after smoothie processing.  I have not had a chance to use for anything else at this point, but have been receiving great recipes from Blendtec in my email.  I would recommend this blender.  I loved the price!  Cheers",3
5,Easy to Clean,9-Sep-13,Yes,"I gave in and decided to buy a High End Blender, but it was worth the money. I use the Bledtec about 4 times a week for 'green smoothies' and they are smooth (ie. no leaf chunks floating around). I do not have a dishwasher, so ease of washing is very important. The blendtec is easy to wash (at least compared to my last blender, which had razer blades that made me bleed occasionally). Plus it is light.",3
5,Working great. Take less than a minutes to make a ...,2-Jan-18,Yes,"Working great. Take less than a minutes to make a tasty smoothie and easy clean too.  By the way, it did total crush the seed.",1
5,Don't know how I lived without this!,23-Jun-18,Yes,"Awesome blender! I've been wanting a high-speed blender for a while but struggled with how much they cost. There are some things I wanted to make that required or would be easier/better with a high-speed blender than my standard blender but I'm not a daily smoothie person and I couldn't quite justify spending so much money on an appliance I would use once every week or two. However, I did get a fabulous deal on this through the Treasure Truck which included the Twister Jar as well as the FourSide Jar and now I'm absolutely loving the blender. I've used both jars for making a variety of things including nut butters and nut milks. It's one of those things where you know it'll be more efficient than your garden-variety $40 blender but HOLY COW! when you actually use it you realize really could blend an iPhone! The program buttons are great (never had one with my cheap blender). Love dropping everything in, hitting a button, and letting the Blendtec work it's way up to the correct speed. Now I'm starting to look for recipes that require a high-speed blender! It's summer right now but I'm planning on making soups this winter! Love the idea of throwing things in and getting hot soup straight from the blender...It's also much easier to clean than I expected. I've always had a blender where the bottom screws off and I worried about cleaning around the blades without being able to remove the bottom. Fortunately, it really hasn't been a problem. And since the blades aren't sharp (like my cheapy blender), getting down there to clear out the remains of nut butter isn't a dangerous prospect. Then, with a bit of water, a couple of drops of soap and a few pulses, the blender nearly cleans itself!..Overall, I'm really, really happy that I splurged on this (though it was much less of a splurge than it would have been). I can definitely see myself working up to using this several times a week even if I'm never going to be a kitchen-sink smoothie kind of person!",2
